Class,rico:identifier,rico:hasRecordSetType,rico:title,rico:descriptiveNote,rico:dateInterv,rico:dateRaw,rico:hasCreatorRef,rico:hasCreatorNotRef,rico:hasReceiverRef,rico:hasReceiverNotRef,rico:hasPublisher,rico:isOrWasIncludedIn,rico:hasOrHadPhysicalLocation,crm:P44_has_condition
rico:Record,A2.4.2.d/9,,,"Lettre de Louis Seguin à son père à propos de la guerre, de sa vie au séminaire",,1871-11-26,REFPERS0019,,REFPERS0002,,,A2.4.2.d,,
rico:RecordSet,A2.4.2.e,Sous-sous-dossier d'archives,,Correspondance de mon abbé 1872 et 1873 1874 1875 au Séminaire de Viviers,1870/1875,,,,,,,A2.4.2,,
rico:Record,A2.4.2.e/1,,,Coupure de presse du Moniteur du Calvados dont un articles sur les gardes mobiles de l’Ardèche,,1871,,Moniteur du Calvados,,,,A2.4.2.e,,
rico:Record,A2.4.2.e/10,,,Lettre de Louis Seguin à sa mère à propos de son appel au diaconat,,1873-04-19,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/11,,,Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire,,1873-01-11,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/12,,,Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire,,1873-01-20,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/13,,,"Lettre de Louis Seguin à sa mère à propos du chagrin d’Augustin, de sa vie au séminaire",,1873-02-23,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/14,,,Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire,,1873-04-06,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/15,,,Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire,,1873-05-11,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/16,,,Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire,,1873-06-01,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/17,,,Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire,,1873-10-20,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/18,,,Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire,,1873-10-26,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/19,,,Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire,,1873-10-10,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/2,,,"Lettre de Corbolin à (Marie Augustine de Montgolfier, épouse de Marc Seguin) à propos de la guerre",,1870-12-30,,Jean-Baptiste Corbolin,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/20,,,Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire,,1874-01-17,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/21,,,Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire,,1874-02-14,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/22,,,"Lettre de Louis Seguin à sa mère à propos du décès d’une jeune fille, de sa vie au séminaire",,1874-03-01,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/23,,,Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire,,1874-03-18,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/24,,,Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire,,1874-04-05,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/25,,,Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire,,1874-04-15,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/26,,,Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire,,1874-05-18,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/27,,,"Lettre de Louis Seguin à sa mère à propos de la visite de ses soeurs, sa vie au séminaire",,1874-05-23,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/28,,,Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire,,1874-06-06,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/29,,,"Lettre de Louis Seguin à sa mère à propos de la visite de sa mère, de son ordination, de sa vie au séminaire",,1874-05-03,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/3,,,"Lettre de Louis Seguin à son frère Augustin, à propos de la guerre",,1871-01-06,REFPERS0019,,REFPERS0017,,,A2.4.2.e,,
rico:Record,A2.4.2.e/30,,,"Lettre de Louis Seguin à son père à propos de la santé de ce dernier, de sa vie au séminaire",,1874-06-26,REFPERS0019,,REFPERS0002,,,A2.4.2.e,,
rico:Record,A2.4.2.e/31,,,Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire,,1874-06-26,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/32,,,Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire,,1874-06-13,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/33,,,"Lettre de Louis Seguin à sa mère à propos de la mort de Mme Charles de Montgolfier, de sa vie au séminaire",,1874-01-23,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/34,,,Lettre de Louis Seguin à sa mère donnant des nouvelles de la famille,,1874-07-20,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/35,,,Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire,,1873-10-02,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/36,,,Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire,,1874-10-11,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/37,,,"Lettre de Louis Seguin à son père à propos de la visite de sa mère, de politique",,1874-11-06,REFPERS0019,,REFPERS0002,,,A2.4.2.e,,
rico:Record,A2.4.2.e/38,,,Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire,,1873-11-13,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/39,,,Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire,,1874-10-23,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/4,,,"Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire, accompagnée d’un feuillent d’une lettre (incomplète) à son père",,1872-02-20,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/40,,,Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire,,1874-12-23,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/41,,,Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire,,1874-12-13,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/42,,,Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire,,1874-11-22,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/43,,,Lettre de Louis Seguin à son père pour les voeux de nouvelle année,,1874-12-30,REFPERS0019,,REFPERS0002,,,A2.4.2.e,,
rico:Record,A2.4.2.e/44,,,Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire,,1875-01-01,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/45,,,Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire,,1875-02-10,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/46,,,"Lettre de Louis Seguin à sa mère à propos de sa future fonction de diacre, de sa vie au séminaire, et du décès de son père",,1875-03-22,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/47,,,"Lettre de Louis Seguin à sa mère à propos d’un voyage à Lourdes, de son ordination, de sa vie au séminaire",,1875-04-24,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/48,,,Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire,,1875-05-27,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/49,,,Lettre de Louis Seguin à sa mère à propos de la succession de son père,,1875-04-01,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/5,,,Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire,,,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/50,,,Lettre de Louis Seguin à sa mère à propos de son ordination,,1875-04-17,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/51,,,Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire,,1875-05-11,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/52,,,Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire,,1875-05-02,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/53,,,"Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire, de la maladie de son père",,1875-01-31,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/54,,,Lettre de Louis Seguin à sa mère de témoignage d’affection,,1875-12-31,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/6,,,Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire,,1872-09-08,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/7,,,Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire,,1873-01-05,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/8,,,Lettre de Louis Seguin à sa mère à propos de sa vie au séminaire,,1873-03-09,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:Record,A2.4.2.e/9,,,"Lettre de Louis Seguin à sa mère à propos du chagrin d’Augustin, de sa vie au séminaire",,1873-03-16,REFPERS0019,,REFPERS0016,,,A2.4.2.e,,
rico:RecordSet,A2.5,Dossier d'archives,,"Correspondance de Mathilde Seguin reçue à Amélie-les-Bains, principalement à propos de sa santé et de la vie quotidienne",1856/1858,,,,,,,A2,,
rico:Record,A2.5/1,,,Lettre reçue par Mathilde Seguin en 1857,,1857-03-08,,Lydie Luquet de Saint-Germain née de Montgolfier,REFPERS0013,,,A2.5,,
rico:Record,A2.5/10,,,Lettre reçue par Mathilde Seguin en 1857,,1857-02-26,,Mathieu Desgrand,REFPERS0013,,,A2.5,,
rico:Record,A2.5/100,,,Lettre reçue par Mathilde Seguin en 1857,,,,B.M.,REFPERS0013,,,A2.5,,
rico:Record,A2.5/101,,,Lettre reçue par Mathilde Seguin en 1857,,1857-03-16,REFPERS0011,,REFPERS0013,,,A2.5,,
rico:Record,A2.5/102,,,Lettre reçue par Mathilde Seguin en 1857,,,,Émilie de Montgolfier,REFPERS0013,,,A2.5,,
rico:Record,A2.5/103,,,Lettre reçue par Mathilde Seguin en 1857,,1857-03-18,REFPERS0009,,REFPERS0013,,,A2.5,,
rico:Record,A2.5/104,,,Lettre reçue par Mathilde Seguin en 1857,,1857-03-16,,Augustine Desgrand,REFPERS0013,,,A2.5,,
rico:Record,A2.5/105,,,Lettre reçue par Mathilde Seguin en 1857,,1857-03-19,REFPERS0011,,REFPERS0013,,,A2.5,,
rico:Record,A2.5/106,,,Lettre reçue par Mathilde Seguin en 1857,,1857-03-19,,Augustine Desgrand,REFPERS0013,,,A2.5,,
rico:Record,A2.5/107,,,Lettre reçue par Mathilde Seguin en 1857,,,REFPERS0059,,REFPERS0013,,,A2.5,,
rico:Record,A2.5/108,,,Lettre reçue par Mathilde Seguin en 1857,,1857-03-21,REFPERS0010,,REFPERS0013,,,A2.5,,
rico:Record,A2.5/109,,,Lettre reçue par Mathilde Seguin en 1857,,,,Hélène Berioux,REFPERS0013,,,A2.5,,
rico:Record,A2.5/11,,,Lettre reçue par Mathilde Seguin en 1857,,1857-03-01,REFPERS0009,,REFPERS0013,,,A2.5,,
rico:Record,A2.5/110,,,Lettre reçue par Mathilde Seguin en 1857,,1857-03-22,REFPERS0011,,REFPERS0013,,,A2.5,,
rico:Record,A2.5/111,,,Lettre reçue par Mathilde Seguin en 1857,,,,Augustine Desgrand,REFPERS0013,,,A2.5,,
rico:Record,A2.5/112,,,Lettre reçue par Mathilde Seguin en 1857,,1857-03-25,REFPERS0015,,REFPERS0013,,,A2.5,,
rico:Record,A2.5/113,,,Lettre reçue par Mathilde Seguin en 1857,,1857-03-25,,Augustine Desgrand,REFPERS0013,,,A2.5,,
rico:Record,A2.5/114,,,Lettre reçue par Mathilde Seguin en 1857,,1857-03-27,REFPERS0011,,REFPERS0013,,,A2.5,,
rico:Record,A2.5/115,,,Lettre reçue par Mathilde Seguin en 1857,,1857-04-01,REFPERS0015,,REFPERS0013,,,A2.5,,
rico:Record,A2.5/116,,,Lettre reçue par Mathilde Seguin en 1857,,1857-04-01,,Mathieu Desgrand,REFPERS0013,,,A2.5,,
rico:Record,A2.5/117,,,Lettre reçue par Mathilde Seguin en 1857,,1857-04-01,,Lydie Luquet de Saint-Germain née de Montgolfier,REFPERS0013,,,A2.5,,
rico:Record,A2.5/118,,,Lettre reçue par Mathilde Seguin en 1857,,,REFPERS0017,,REFPERS0013,,,A2.5,,
rico:Record,A2.5/119,,,Lettre reçue par Mathilde Seguin en 1857,,1857-03-28,REFPERS0011,,REFPERS0013,,,A2.5,,
rico:Record,A2.5/12,,,Lettre reçue par Mathilde Seguin en 1857,,1857-02-12,REFPERS0009,,REFPERS0013,,,A2.5,,
rico:Record,A2.5/120,,,Lettre reçue par Mathilde Seguin en 1857,,1857-03-29,,Desgrand,REFPERS0013,,,A2.5,,
rico:Record,A2.5/121,,,Lettre reçue par Mathilde Seguin en 1857,,1857-05-03,,Augustine Desgrand,REFPERS0013,,,A2.5,,
rico:Record,A2.5/122,,,Lettre reçue par Mathilde Seguin en 1857,,1857-04-02,,Augustine Desgrand,REFPERS0013,,,A2.5,,
rico:Record,A2.5/123,,,Lettre reçue par Mathilde Seguin en 1857,,1857-04-03,REFPERS0059,,REFPERS0013,,,A2.5,,
rico:Record,A2.5/124,,,Lettre reçue par Mathilde Seguin en 1857,,1857-04-05,,Augustine Desgrand,REFPERS0013,,,A2.5,,
rico:Record,A2.5/125,,,Lettre reçue par Mathilde Seguin en 1857,,1857-04-06,REFPERS0010,,REFPERS0013,,,A2.5,,
rico:Record,A2.5/126,,,Lettre reçue par Mathilde Seguin en 1857,,1857-04-04,,Julie Raymond,REFPERS0013,,,A2.5,,
rico:Record,A2.5/127,,,Lettre reçue par Mathilde Seguin en 1857,,1857-04-06,,Lydie Luquet de Saint-Germain née de Montgolfier,REFPERS0013,,,A2.5,,
rico:Record,A2.5/128,,,Lettre reçue par Mathilde Seguin en 1857,,,,Augustine Desgrand,REFPERS0013,,,A2.5,,
rico:Record,A2.5/129,,,Lettre reçue par Mathilde Seguin en 1857,,1857-03-05,,Jenny (cousine),REFPERS0013,,,A2.5,,
rico:Record,A2.5/13,,,Lettre reçue par Mathilde Seguin en 1857,,1857-02-28,,Augustine Desgrand,REFPERS0013,,,A2.5,,
rico:Record,A2.5/130,,,Lettre reçue par Mathilde Seguin en 1857,,,REFPERS0011,,REFPERS0013,,,A2.5,,
rico:Record,A2.5/131,,,Lettre reçue par Mathilde Seguin en 1857,,,,Augustine Desgrand,REFPERS0013,,,A2.5,,
rico:Record,A2.5/132,,,Lettre reçue par Mathilde Seguin en 1857,,1857-03-06,REFPERS0059,,REFPERS0013,,,A2.5,,
rico:Record,A2.5/14,,,Lettre reçue par Mathilde Seguin en 1857,,1857-02-21,,Augustine Desgrand,REFPERS0013,,,A2.5,,
rico:Record,A2.5/15,,,Lettre reçue par Mathilde Seguin en 1857,,1857-02-27,REFPERS0010,,REFPERS0013,,,A2.5,,
rico:Record,A2.5/16,,,Lettre reçue par Mathilde Seguin en 1857,,1857-01-30,,De Montgolfier,REFPERS0013,,,A2.5,,
rico:Record,A2.5/17,,,Lettre reçue par Mathilde Seguin en 1857,,1857-03-04,,De Montgolfier,REFPERS0013,,,A2.5,,
rico:Record,A2.5/18,,,Lettre reçue par Mathilde Seguin en 1857,,1857-02-26,,,REFPERS0013,,,A2.5,,
rico:Record,A2.5/19,,,Lettre reçue par Mathilde Seguin en 1857,,,,Augustine Desgrand,REFPERS0013,,,A2.5,,papier japon
rico:Record,A2.5/2,,,Lettre reçue par Mathilde Seguin en 1857,,,,Anna Grove,REFPERS0013,,,A2.5,,
rico:Record,A2.5/20,,,Lettre reçue par Mathilde Seguin en 1857,,,REFPERS0010,,REFPERS0013,,,A2.5,,
rico:Record,A2.5/21,,,"Lettre reçue par Mathilde Seguin en 1857, accompagnée d’une plante séchée",,1857-03-17,,De Montgolfier,REFPERS0013,,,A2.5,,Contenant un petit mot plié en enveloppe avec une fleur séchée
rico:Record,A2.5/22,,,Lettre reçue par Mathilde Seguin en 1857,,1857-04-18,REFPERS0010,,REFPERS0013,,,A2.5,,
rico:Record,A2.5/23,,,Lettre reçue par Mathilde Seguin en 1857,,,,Anna Grove,REFPERS0013,,,A2.5,,
rico:Record,A2.5/24,,,Lettre reçue par Mathilde Seguin en 1857,,1857-04-15,REFPERS0042;REFPERS0010;REFPERS0011,,REFPERS0013,,,A2.5,,
rico:Record,A2.5/25,,,Lettre reçue par Mathilde Seguin en 1857,,1857-04-15,REFPERS0010,,REFPERS0013,,,A2.5,,
rico:Record,A2.5/26,,,Lettre reçue par Mathilde Seguin en 1857,,1857-04-14,,Augustine Desgrand,REFPERS0013,,,A2.5,,
rico:Record,A2.5/27,,,Lettre reçue par Mathilde Seguin en 1857,,1857-04-14,,Julie Raymond,REFPERS0013,,,A2.5,,
rico:Record,A2.5/28,,,Lettre reçue par Mathilde Seguin en 1857,,,,Julie Raymond,REFPERS0013,,,A2.5,,
rico:Record,A2.5/29,,,Lettre reçue par Mathilde Seguin en 1857,,1857-04-10,REFPERS0015,,REFPERS0013,,,A2.5,,
rico:Record,A2.5/3,,,Lettre reçue par Mathilde Seguin en 1857,,1857-03-09,REFPERS0011,,REFPERS0013,,,A2.5,,
rico:Record,A2.5/30,,,Lettre reçue par Mathilde Seguin en 1857,,1857-04-09,,Anna Grove,REFPERS0013,,,A2.5,,
rico:Record,A2.5/31,,,Lettre reçue par Mathilde Seguin en 1857,,1857-04-10,,Augustine Desgrand,REFPERS0013,,,A2.5,,
rico:Record,A2.5/32,,,Lettre reçue par Mathilde Seguin en 1857,,1857-04-13,,Augustine Desgrand,REFPERS0013,,,A2.5,,
rico:Record,A2.5/33,,,Lettre reçue par Mathilde Seguin en 1857,,1857-04-08,,Nelly de la Haye Jousselin,REFPERS0013,,,A2.5,,
rico:Record,A2.5/34,,,Lettre reçue par Mathilde Seguin en 1857,,,,Julie Raymond,REFPERS0013,,,A2.5,,
rico:Record,A2.5/35,,,Lettre reçue par Mathilde Seguin en 1857,,1857-04-11,REFPERS0010,,REFPERS0013,,,A2.5,,
rico:Record,A2.5/36,,,Lettre reçue par Mathilde Seguin en 1857,,1857-04-10,,Louise (cousine),REFPERS0013,,,A2.5,,
rico:Record,A2.5/37,,,Lettre reçue par Mathilde Seguin en 1857,,1857-04-19,,Augustine Desgrand,REFPERS0013,,,A2.5,,
rico:Record,A2.5/38,,,Lettre reçue par Mathilde Seguin en 1857,,1857-03-31,,Augustine Desgrand,REFPERS0013,,,A2.5,,
rico:Record,A2.5/39,,,Lettre reçue par Mathilde Seguin en 1857,,,REFPERS0011,,REFPERS0013,,,A2.5,,
rico:Record,A2.5/4,,,Lettre reçue par Mathilde Seguin en 1857,,,,Henriette de Montgolfier,REFPERS0013,,,A2.5,,
rico:Record,A2.5/40,,,Lettre reçue par Mathilde Seguin en 1857,,,,Augustine Desgrand,REFPERS0013,,,A2.5,,
rico:Record,A2.5/41,,,Lettre reçue par Mathilde Seguin en 1857,,,,Jenny (cousine),REFPERS0013,,,A2.5,,
rico:Record,A2.5/42,,,Lettre reçue par Mathilde Seguin en 1857,,1857,,Anna Grove,REFPERS0013,,,A2.5,,
rico:Record,A2.5/43,,,Lettre reçue par Mathilde Seguin en 1857,,1857-02-01,,Marie,REFPERS0013,,,A2.5,,
rico:Record,A2.5/44,,,Lettre reçue par Mathilde Seguin en 1857,,1857-02-05,REFPERS0011,,REFPERS0013,,,A2.5,,
rico:Record,A2.5/45,,,Lettre reçue par Mathilde Seguin en 1857,,,REFPERS0009,,REFPERS0013,,,A2.5,,
rico:Record,A2.5/46,,,Lettre reçue par Mathilde Seguin en 1857,,1857-02-17,,Lydie Luquet de Saint-Germain née de Montgolfier,REFPERS0013,,,A2.5,,
rico:Record,A2.5/47,,,Lettre reçue par Mathilde Seguin en 1857,,,,Zoé Voisin,REFPERS0013,,,A2.5,,
rico:Record,A2.5/48,,,Lettre reçue par Mathilde Seguin en 1857,,1857-04-09,,Marguerite M. (de Montgolfier) (cousine),REFPERS0013,,,A2.5,,
rico:Record,A2.5/49,,,Lettre reçue par Mathilde Seguin en 1857,,1857-05-14,,Lydie Luquet de Saint-Germain née de Montgolfier,REFPERS0013,,,A2.5,,
rico:Record,A2.5/5,,,Lettre reçue par Mathilde Seguin en 1857,,1857-03-03,,Desgrand,REFPERS0013,,,A2.5,,
rico:Record,A2.5/50,,,Lettre reçue par Mathilde Seguin en 1857,,1857-05-10,REFPERS0011,,REFPERS0013,,,A2.5,,
rico:Record,A2.5/51,,,Lettre reçue par Mathilde Seguin en 1857,,,,Lucie (amie),REFPERS0013,,,A2.5,,
rico:Record,A2.5/52,,,Lettre reçue par Mathilde Seguin en 1857,,1857-05-09,REFPERS0009,,REFPERS0013,,,A2.5,,
rico:Record,A2.5/53,,,Lettre reçue par Mathilde Seguin en 1857,,1857,,Anna Grove,REFPERS0013,,,A2.5,,
rico:Record,A2.5/54,,,Lettre reçue par Mathilde Seguin en 1857,,1858,,Anna Grove,REFPERS0013,,,A2.5,,
rico:Record,A2.5/55,,,Lettre reçue par Mathilde Seguin en 1857,,1857-05-09,REFPERS0010,,REFPERS0013,,,A2.5,,
rico:Record,A2.5/56,,,Lettre reçue par Mathilde Seguin en 1857,,1856-12-02,,Hélène Berioux,REFPERS0013,,,A2.5,,
rico:Record,A2.5/57,,,Lettre reçue par Mathilde Seguin en 1857,,1857-01-22,REFPERS0059,,REFPERS0013,,,A2.5,,
rico:Record,A2.5/58,,,Lettre reçue par Mathilde Seguin en 1857,,1857-02-14,,Augustine Desgrand,REFPERS0013,,,A2.5,,
rico:Record,A2.5/59,,,Lettre reçue par Mathilde Seguin en 1857,,1857-02-09,,Augustine Desgrand,REFPERS0013,,,A2.5,,
rico:Record,A2.5/6,,,Lettre reçue par Mathilde Seguin en 1857,,1857-02-28,REFPERS0040,,REFPERS0013,,,A2.5,,
rico:Record,A2.5/60,,,Lettre reçue par Mathilde Seguin en 1857,,1857-02-18,,Augustine Desgrand,REFPERS0013,,,A2.5,,
rico:Record,A2.5/61,,,Lettre reçue par Mathilde Seguin en 1857,,1857-02-03,,Augustine Desgrand,REFPERS0013,,,A2.5,,
rico:Record,A2.5/62,,,Lettre reçue par Mathilde Seguin en 1857,,,,Hélène Boriou,REFPERS0013,,,A2.5,,
rico:Record,A2.5/63,,,Lettre reçue par Mathilde Seguin en 1857,,1857-04-15,REFPERS0059,,REFPERS0013,,,A2.5,,
rico:Record,A2.5/64,,,Lettre reçue par Mathilde Seguin en 1857,,,REFPERS0059,,REFPERS0013,,,A2.5,,
rico:Record,A2.5/65,,,Lettre reçue par Mathilde Seguin en 1857,,,,Julie Raymond,REFPERS0013,,,A2.5,,
rico:Record,A2.5/66,,,Lettre reçue par Mathilde Seguin en 1857,,,,Augustine Desgrand,REFPERS0013,,,A2.5,,
rico:Record,A2.5/67,,,Lettre reçue par Mathilde Seguin en 1857,,,,Jenny (cousine),REFPERS0013,,,A2.5,,
rico:Record,A2.5/68,,,Lettre reçue par Mathilde Seguin en 1857,,1857-04-20,,Marie de Montgolfier,REFPERS0013,,,A2.5,,
rico:Record,A2.5/69,,,Lettre reçue par Mathilde Seguin en 1857,,1856,,Anna Grove,REFPERS0013,,,A2.5,,
rico:Record,A2.5/7,,,Lettre reçue par Mathilde Seguin en 1857,,1857-03-02,,Henri de Montgolfier son filleul,REFPERS0013,,,A2.5,,
rico:Record,A2.5/70,,,Lettre reçue par Mathilde Seguin en 1857,,,,Augustine Desgrand,REFPERS0013,,,A2.5,,
rico:Record,A2.5/71,,,Lettre reçue par Mathilde Seguin en 1857,,1857-01-21,REFPERS0014,,REFPERS0013,,,A2.5,,
rico:Record,A2.5/72,,,Lettre reçue par Mathilde Seguin en 1857,,1857-02-17,REFPERS0059,,REFPERS0013,,,A2.5,,
rico:Record,A2.5/73,,,Lettre reçue par Mathilde Seguin en 1857,,,REFPERS0059,,REFPERS0013,,,A2.5,,Papier à en-tête de Bath
rico:Record,A2.5/74,,,Lettre reçue par Mathilde Seguin en 1857,,1857-02-06,REFPERS0059,,REFPERS0013,,,A2.5,,
